"HOG_ID"	"Pathway"	"Correlation"	"p_value"	"p_adj"
"174"	"OG_Cluster_447"	"Pathway_Cluster_70"	0.928571428571429	0.20703125	0.852310702460961
"175"	"OG_Cluster_203"	"Pathway_Cluster_22"	-0.928571428571429	0.232935534650098	0.86472944702243
"176"	"OG_Cluster_85"	"Pathway_Cluster_39"	-0.928571428571429	0.260404767436885	0.882902623647064
"177"	"OG_Cluster_237"	"Pathway_Cluster_105"	0.928571428571429	0.260404767436885	0.882902623647064
"178"	"OG_Cluster_481"	"Pathway_Cluster_19"	-0.928571428571429	0.260404767436885	0.882902623647064
"179"	"OG_Cluster_529"	"Pathway_Cluster_15"	0.928571428571429	0.260404767436885	0.882902623647064
"180"	"OG_Cluster_589"	"Pathway_Cluster_35"	0.928571428571429	0.260404767436885	0.882902623647064
"181"	"OG_Cluster_120"	"Pathway_Cluster_106"	0.928571428571429	0.28940322484679	0.889325114553168
"182"	"OG_Cluster_187"	"Pathway_Cluster_23"	0.928571428571429	0.28940322484679	0.889325114553168
"183"	"OG_Cluster_308"	"Pathway_Cluster_52"	0.928571428571429	0.28940322484679	0.889325114553168
"184"	"OG_Cluster_311"	"Pathway_Cluster_90"	0.928571428571429	0.28940322484679	0.889325114553168
"185"	"OG_Cluster_428"	"Pathway_Cluster_49"	0.928571428571429	0.28940322484679	0.889325114553168
"186"	"OG_Cluster_502"	"Pathway_Cluster_27"	-0.928571428571429	0.28940322484679	0.889325114553168
"187"	"OG_Cluster_318"	"Pathway_Cluster_27"	-0.928571428571429	0.319888641228816	0.901775951661148
"188"	"OG_Cluster_137"	"Pathway_Cluster_1"	0.928571428571429	0.351812553117565	0.909420385227693
"189"	"OG_Cluster_164"	"Pathway_Cluster_96"	-0.928571428571429	0.351812553117565	0.909420385227693
"190"	"OG_Cluster_523"	"Pathway_Cluster_42"	-0.928571428571429	0.382064677364986	0.921519720053556
"191"	"OG_Cluster_192"	"Pathway_Cluster_49"	-0.928571428571429	0.385120643556256	0.921519720053556
"192"	"OG_Cluster_471"	"Pathway_Cluster_17"	0.928571428571429	0.385120643556256	0.921519720053556
"193"	"OG_Cluster_117"	"Pathway_Cluster_19"	-0.928571428571429	0.419753086419753	0.922975958071549
"194"	"OG_Cluster_208"	"Pathway_Cluster_39"	-0.928571428571429	0.419753086419753	0.922975958071549
"195"	"OG_Cluster_687"	"Pathway_Cluster_3"	0.928571428571429	0.444104660971675	0.931163119282877
"196"	"OG_Cluster_13"	"Pathway_Cluster_1"	0.928571428571429	0.455644890737582	0.931163119282877
"197"	"OG_Cluster_434"	"Pathway_Cluster_58"	-0.928571428571429	0.455644890737582	0.931163119282877
"198"	"OG_Cluster_503"	"Pathway_Cluster_84"	0.928571428571429	0.471260528701558	0.933588928763479
"199"	"OG_Cluster_57"	"Pathway_Cluster_57"	-0.928571428571429	0.492726245016957	0.933588928763479
"200"	"OG_Cluster_59"	"Pathway_Cluster_25"	0.928571428571429	0.492726245016957	0.933588928763479
"201"	"OG_Cluster_103"	"Pathway_Cluster_90"	-0.928571428571429	0.492726245016957	0.933588928763479
"202"	"OG_Cluster_484"	"Pathway_Cluster_39"	0.928571428571429	0.492726245016957	0.933588928763479
"203"	"OG_Cluster_31"	"Pathway_Cluster_38"	-0.928571428571429	0.530922861565801	0.942937342912275
"204"	"OG_Cluster_188"	"Pathway_Cluster_12"	-0.928571428571429	0.530922861565801	0.942937342912275
"205"	"OG_Cluster_189"	"Pathway_Cluster_27"	0.928571428571429	0.530922861565801	0.942937342912275
